index,transcriber_tag,expert_tag_1,score_1,expert_tag_2,score_2,expert_tag_3,score_3
3155,sector,adjustment,0.852281116,company,0.849628673,mission,0.834645244
1176,extensions,adjustment,0.848644535,promotions,0.809998928,conversion,0.803820111
1298,fixthis,adjustment,0.846090991,mission,0.813764235,evaluation,0.811722632
762,complants,adjustment,0.844505102,evaluation,0.833345142,preparedness,0.824615789
3906,work,adjustment,0.834389282,company,0.833769035,duty,0.829663529
2943,readjustment,adjustment,0.83357876,evaluation,0.798139844,prophylaxis,0.793884571
1102,engireering,adjustment,0.832933423,usos,0.831988671,evaluation,0.83105416
3339,specialized,adjustment,0.828663166,facilities,0.8262759,attitudes,0.823138864
3537,time,adjustment,0.824107449,orientation,0.82085079,name,0.814440505
2021,maintenance,adjustment,0.820882185,evaluation,0.814547981,supplies,0.801949432
135,allowance,adjustment,0.818417171,evaluation,0.794071711,draft,0.788704696
898,dependents,adjustment,0.818289464,evaluation,0.789649857,mission,0.782390403
1519,grow,adjustment,0.815157393,orientation,0.793175903,ups,0.783972456
3378,stations,adjustment,0.812858157,evaluation,0.802702844,equipment,0.802226484
1589,hierarchy,adjustment,0.80753713,discipline,0.806358901,evaluation,0.796791843
3016,repetition,adjustment,0.804382407,courses,0.78307845,evaluation,0.76416627
3458,surplus,adjustment,0.800387862,malary,0.796778071,mission,0.795584039
1522,grunt,adjustment,0.795699546,ups,0.770697549,yank,0.76947498
3414,strikes,adjustment,0.794046281,yank,0.770020557,evaluation,0.768733163
2045,marginalia,adjustment,0.793722604,evaluation,0.778750967,malary,0.768362329
1125,entitlement,adjustment,0.793486543,mission,0.789575039,evaluation,0.788773107
1374,friction,adjustment,0.793275595,rotation,0.772658645,ups,0.766500055
753,compensation,adjustment,0.792824101,returnees,0.766687551,evaluation,0.762453657
1126,entitlements,adjustment,0.790700036,transferaccountplan,0.788111074,evaluation,0.787505938
2605,pays,adjustment,0.788961303,evaluation,0.783570895,ups,0.761643042
567,caretaker,adjustment,0.788926031,company,0.770639345,duty,0.762500113
3482,tangent,adjustment,0.779272421,rotation,0.770300867,orientation,0.770187714
3585,translating,adjustment,0.778069536,evaluation,0.774146206,conversion,0.771835836
2064,mechanics,adjustment,0.765527666,company,0.759516,courses,0.759251331
1022,drawings,adjustment,0.758786579,publications,0.749263725,evaluation,0.72968946
3325,southern,adjustment,0.752563031,orientation,0.746643502,pointsystem,0.729312855
1523,grunts,adjustment,0.738586856,yank,0.733785545,ups,0.716907269
2175,modern,adjustment,0.717655504,efficiency,0.715020009,company,0.713738331
816,cotton,adjustment,0.709276177,clothing,0.703884461,furloughs,0.678660299
2296,newnormal,adjustment,0.691644803,age,0.682625215,efficiency,0.682278497
3328,southerner,adjustment,0.689841858,blacks,0.663490561,ups,0.66216881
2916,railroad,adjustment,0.684285875,company,0.667560923,equipment,0.660035529
685,colby,adjustment,0.676666139,company,0.674367931,yank,0.667599262
447,bombardier,adjustment,0.66103641,ncos,0.659813445,inducationm,0.657905327
1511,green,adjustment,0.642351858,ups,0.627760791,noncoms,0.626908805
2230,musictheory,adjustment,0.525379337,radiolisteninghabits,0.524413696,retraining,0.518525706
3089,rotc,aficourses,0.684724633,conscription,0.673023724,enlisted,0.663267494
1101,engineschool,aficourses,0.647610158,inducationm,0.618998699,officertraining,0.612734755
2320,nightschool,aficourses,0.529242022,timeoff,0.522163516,barracks,0.505846073
90,age,age,1,attitudes,0.732816213,adjustment,0.730352988
93,agegroup,age,0.905077866,attitudes,0.786298481,orientation,0.764583951
2481,older,age,0.872274293,civilianskills,0.672364558,limitedassignments,0.658380369
94,ageism,age,0.856756012,usos,0.765303233,ups,0.751309282
92,agegap,age,0.847920658,segregation,0.70385516,minorities,0.695223672
95,agelimit,age,0.845119838,name,0.668982443,adjustment,0.651262094
3954,years,age,0.78768554,lengthofservice,0.72886296,company,0.717545505
2478,old,age,0.781658206,autobiography,0.683801057,timeoff,0.667940413
2589,past_time,age,0.762334332,currentevents,0.741262649,company,0.733482605
3959,youngvsold,age,0.755991855,veterans,0.609342867,ups,0.58831364
3854,weight,age,0.744772928,supplies,0.741106778,clothing,0.723430311
2482,oldersolider,age,0.743953535,civilianskills,0.657454911,veterans,0.640377405
1053,eastern,age,0.731526147,usos,0.717171873,adjustment,0.704460922
3554,tooold,age,0.730751528,timeoff,0.645592752,anxieties,0.617875036
1073,eighteen,age,0.730288998,company,0.685705224,adjustment,0.683655159
2485,oldlifestyle,age,0.721697059,autobiography,0.7050851,veterans,0.667977544
91,age36,age,0.714116353,sectioncief,0.608483655,autobiography,0.586734377
3532,thirtyfive,age,0.639775311,autobiography,0.605242195,name,0.592801063
3627,twoyears,age,0.637152782,lengthofservice,0.606808462,chilhood,0.545390874
22,30yearsold,age,0.632038601,autobiography,0.592199865,timeoff,0.527487569
23,30yrsplus,age,0.622415059,1in10rations,0.571367831,lengthofservice,0.530008445
5,17months,age,0.61235994,conscription,0.585900678,lengthofservice,0.574177947
10,22months,age,0.611544589,veday,0.570177212,lengthofservice,0.567936249
27,4plusyears,age,0.608357921,lengthofservice,0.552105158,1in10rations,0.545605547
12,24months,age,0.605751769,lengthofservice,0.580405324,veday,0.56342809
21,30years,age,0.601730771,autobiography,0.592184222,lengthofservice,0.543532424
20,30yearolds,age,0.591540963,autobiography,0.531476634,careers,0.491764088
1074,eightmonths,age,0.589499118,warweek,0.566398924,veday,0.56103412
29,4yearsor35,age,0.588620641,autobiography,0.509874487,ncos,0.490314843
3547,too_old_to_fight,age,0.57909294,timeoff,0.540722852,limitedassignments,0.524921239
1289,firstinfirstout,age,0.573631192,company,0.568225704,sectioncief,0.560927483
1358,fouryearsexperience,age,0.540599654,lengthofservice,0.509950554,veterans,0.483861332
3555,toooldforflying,age,0.502240214,comabtflying,0.492908068,timeoff,0.485962553
97,aggression,aggression,1,enemies,0.764644579,combatstress,0.759535632
3765,violence,aggression,0.917093326,enemies,0.748966638,censorship,0.742719182
3766,violent,aggression,0.915914913,combatstress,0.747159052,enemies,0.723948401
167,anger,aggression,0.876963204,vindictiveness,0.789872852,censorship,0.781184025
505,brutality,aggression,0.874409251,censorship,0.816434331,vindictiveness,0.812247645
781,conflict,aggression,0.874143078,censorship,0.788840624,combatstress,0.78851917
98,agitation,aggression,0.872296866,anxieties,0.80436217,combatstress,0.775808421
3800,warfare,aggression,0.867769679,combat,0.829309467,enemies,0.82793633
172,animosity,aggression,0.866054564,anxieties,0.84439123,vindictiveness,0.83589112
1637,hostilities,aggression,0.854830738,combat,0.847688983,combatstress,0.776412601
3747,verbalabuse,aggression,0.854486014,censorship,0.731327255,combatstress,0.694605965
2013,mad,aggression,0.850305036,vindictiveness,0.821737706,enemyvindictiveness,0.773412256
2450,offensive,aggression,0.849976569,vindictiveness,0.830475996,anxieties,0.800145771
168,angry,aggression,0.8477931,vindictiveness,0.783826445,censorship,0.76009184
2813,profanity,aggression,0.840944561,vindictiveness,0.785710975,censorship,0.771887284
3708,unrest,aggression,0.838323231,censorship,0.797587743,anxieties,0.74829303
52,abuseofpower,aggression,0.831334007,censorship,0.801006639,enemyvindictiveness,0.744510376
3719,upset,aggression,0.831100628,vindictiveness,0.826121314,anxieties,0.820698267
1650,hurt,aggression,0.829746358,censorship,0.823327056,vindictiveness,0.818011926
850,dangerous,aggression,0.820395287,anxieties,0.78899711,vindictiveness,0.768260514
3418,struggle,aggression,0.819032131,anxieties,0.812419079,combatstress,0.795140836
2915,raids,aggression,0.816693185,enemies,0.757316909,combat,0.724852791
1672,impatient,aggression,0.813430339,anxieties,0.789753861,combatstress,0.786303421
1795,jealousy,aggression,0.804240291,vindictiveness,0.778013442,enemyvindictiveness,0.757283438
3079,rivalry,aggression,0.801424767,enemies,0.756316873,fightinfacts,0.741164189
1548,hard,aggression,0.800489039,combatstress,0.795347321,yank,0.753007561
843,cussing,aggression,0.797885792,vindictiveness,0.746265061,anxieties,0.726394143
3464,swearing,aggression,0.792491829,yank,0.711495979,censorship,0.700169722
2635,physicallyhurt,aggression,0.783448446,combatstress,0.744081533,vindictiveness,0.729912862
170,angrysoldier,aggression,0.770942239,enemyvindictiveness,0.760935685,enemyatrocities,0.729960963
1549,hardknocks,aggression,0.762397086,combatstress,0.731839696,yank,0.722103517
1757,internationalcontroversy,aggression,0.760901051,lengthofwar,0.70773068,combatstress,0.697949213
1242,fearofretaliation,aggression,0.757925309,enemies,0.725718254,enemyvindictiveness,0.721007715
1793,japs,aggression,0.753935581,yank,0.737523921,malary,0.722308504
832,crime,aggression,0.741693981,enemies,0.687427859,censorship,0.673923934
169,angryatofficers,aggression,0.728125089,enemyvindictiveness,0.691567521,vindictiveness,0.671504133
3069,revenge,aggression,0.717949722,enemies,0.687386771,enemyvindictiveness,0.661648153
1156,everyonefights,aggression,0.670014903,fightinfacts,0.596751225,combat,0.596408861
479,brewingstorm,aggression,0.646436045,combatstress,0.61414884,heavybombardmentgroups,0.597323307
121,alaska,alaska,1,swpacific,0.619832756,usos,0.563828623
196,arctic,alaska,0.771680064,usos,0.638129066,headquarters,0.620864369
125,aleutianislands,alaska,0.684625728,swpacific,0.673342625,honolulu,0.613977711
126,aleutians,alaska,0.660602924,swpacific,0.657805227,inducationm,0.622709744
2295,newmexico,alaska,0.646638913,usos,0.612773744,swpacific,0.612731296
3748,vermont,alaska,0.639684353,attitudetowardengland,0.585925438,usos,0.571999804
3892,wisconsin,alaska,0.626130334,company,0.617431095,germany,0.600499484
1700,indiaburma,alaska,0.626125477,separationcenters,0.612615659,usos,0.604461281
2141,minnesota,alaska,0.620587911,usos,0.57398578,conversion,0.569877881
3893,wisconsinlakes,alaska,0.5428829,germany,0.50208793,germans,0.489908154
132,allies,allies,1,opinionofallies,0.864641726,preparedness,0.736786534
765,comrades,allies,0.785702587,enlisted,0.761046207,morale,0.760822344
932,diplomacy,allies,0.782305193,opinionofallies,0.71763444,government,0.711026075
1586,heroes,allies,0.754717307,furtherservice,0.741548998,morale,0.740276863
1375,friends,allies,0.734503617,benefits,0.717408339,recreation,0.689218972
1998,lovedones,allies,0.646503496,patientcare,0.62053958,veterans,0.613791492
379,best-friends,allies,0.552719586,benefits,0.551682902,jobsatisfaction,0.54794306
182,anxieties,anxieties,1,vindictiveness,0.808985384,attitudes,0.767845319
3633,uncertainty,anxieties,0.892163422,vindictiveness,0.786117142,censorship,0.776664184
1560,hassles,anxieties,0.890656607,vindictiveness,0.824221506,censorship,0.791265045
958,discrimintation,anxieties,0.885448095,vindictiveness,0.873764085,censorship,0.850525676
2441,objections,anxieties,0.876879795,censorship,0.812458457,attitudes,0.804099367
929,difficulties,anxieties,0.874620627,aggression,0.796816808,attitudes,0.786590472
986,distress,anxieties,0.871455879,vindictiveness,0.816931087,censorship,0.808350576
783,confusing,anxieties,0.86911969,vindictiveness,0.849999427,censorship,0.813999165
1716,inequity,anxieties,0.868273716,vindictiveness,0.837198531,malary,0.771895739
1203,falsifications,anxieties,0.8681375,censorship,0.817646791,vindictiveness,0.817355438
3254,skeptical,anxieties,0.866708329,vindictiveness,0.859160425,limitedassignments,0.781315956
2147,miscommunications,anxieties,0.865301766,vindictiveness,0.83472209,enemyvindictiveness,0.830593156
930,difficulty,anxieties,0.864447722,aggression,0.801804349,vindictiveness,0.787112537
988,disturbed,anxieties,0.863965638,vindictiveness,0.852824347,aggression,0.825551253
956,discrepancies,anxieties,0.86291165,vindictiveness,0.810166584,enemyvindictiveness,0.758867272
784,confusion,anxieties,0.860406131,vindictiveness,0.835431698,censorship,0.822331595
3632,uncertain,anxieties,0.860247724,limitedassignments,0.808522899,vindictiveness,0.787375887
2808,problems,anxieties,0.858355265,aggression,0.78989397,attitudes,0.774983771
959,discrmanational,anxieties,0.85826128,malary,0.85036446,censorship,0.802385307
3618,trouble,anxieties,0.854891841,aggression,0.839420707,censorship,0.804313661
955,discouraging,anxieties,0.854754394,vindictiveness,0.849760589,censorship,0.830615439
1514,grievances,anxieties,0.853439025,vindictiveness,0.779784468,aggression,0.778902314
759,complaining,anxieties,0.850521631,censorship,0.829758873,vindictiveness,0.816889292
1992,loopholes,anxieties,0.850472968,censorship,0.791384841,segregation,0.768134926
3933,worry,anxieties,0.850288173,vindictiveness,0.788644146,censorship,0.787086622
782,confused,anxieties,0.849630153,vindictiveness,0.829533022,censorship,0.780674219
2807,problem,anxieties,0.848958879,vindictiveness,0.793717742,censorship,0.777564363
883,delays,anxieties,0.84821529,censorship,0.809473406,vindictiveness,0.756279768
940,disagreements,anxieties,0.846603406,censorship,0.814130411,aggression,0.808138475
3419,struggles,anxieties,0.845925409,aggression,0.793828964,combatstress,0.79209455
1359,fragging,anxieties,0.84419446,malary,0.810122278,censorship,0.79305918
3932,worried,anxieties,0.844176657,vindictiveness,0.813290048,aggression,0.799350438
1513,grievance,anxieties,0.844108577,vindictiveness,0.781779241,aggression,0.781668675
1521,grudges,anxieties,0.843429456,censorship,0.817674359,vindictiveness,0.800791996
2272,nerves,anxieties,0.843236106,vindictiveness,0.765813483,aggression,0.729180023
767,concern,anxieties,0.84282764,attitudes,0.821123314,adjustment,0.802422338
3078,risk,anxieties,0.841514775,attitudes,0.781280409,currentevents,0.771527546
939,disagreement,anxieties,0.836879332,aggression,0.818749606,censorship,0.817854288
3403,strain,anxieties,0.835964785,combatstress,0.806644006,aggression,0.781961602
3141,scared,anxieties,0.834662546,vindictiveness,0.815567061,aggression,0.78608385
3205,setback,anxieties,0.833234707,censorship,0.77902034,adjustment,0.772798525
768,concerned,anxieties,0.832800977,attitudes,0.811455319,duty,0.794091031
763,compliain,anxieties,0.832024692,censorship,0.824830006,aggression,0.808708797
758,complain,anxieties,0.832024692,censorship,0.824830006,aggression,0.808708797
978,disruption,anxieties,0.831933068,censorship,0.831589414,aggression,0.803215133
761,complaints,anxieties,0.8317566,opinions,0.781725268,censorship,0.776612466
760,complaint,anxieties,0.830795499,evaluation,0.810030543,malary,0.806411789
882,delayedplans,anxieties,0.830298926,censorship,0.759013856,enemies,0.734229087
1178,extremes,anxieties,0.829932194,censorship,0.797378508,aggression,0.796953915
1241,fear,anxieties,0.82826765,censorship,0.805634739,aggression,0.800936862
2274,nervous,anxieties,0.828135144,vindictiveness,0.793448133,aggression,0.711558119
183,anxious,anxieties,0.827031261,combatstress,0.763224952,aggression,0.761186935
80,afraid,anxieties,0.825795524,censorship,0.806621738,vindictiveness,0.806357557
1152,evaders,anxieties,0.825705319,censorship,0.787204299,vindictiveness,0.762834546
2753,precombateanxiety,anxieties,0.825092707,combatstress,0.764140276,aggression,0.714735177
881,delayed,anxieties,0.823881705,timeoff,0.775197048,censorship,0.769422788
1802,jingoistic,anxieties,0.821880231,vindictiveness,0.794166657,enemyvindictiveness,0.759359063
1553,hardway,anxieties,0.819665541,aggression,0.788048419,vindictiveness,0.773760134
3164,selective,anxieties,0.819341118,censorship,0.812345113,segregation,0.807645315
3421,stuck,anxieties,0.819290864,malary,0.815336795,limitedassignments,0.806831692
880,delay,anxieties,0.818570552,censorship,0.809958453,timeoff,0.801192682
1695,indepedence,anxieties,0.816266989,censorship,0.811369959,malary,0.783783046
1667,illegible,anxieties,0.816148158,vindictiveness,0.795855243,malary,0.795828044
3420,struggling,anxieties,0.814513296,combatstress,0.773623765,aggression,0.762818613
897,dependent,anxieties,0.814441965,adjustment,0.810753963,limitedassignments,0.796889748
3896,wishfulthinking,anxieties,0.814274906,vindictiveness,0.77835571,enemyvindictiveness,0.727527361
849,danger,anxieties,0.808972814,aggression,0.78702198,enemies,0.768025693
3432,suffered,anxieties,0.807458022,censorship,0.784430508,malary,0.781537908
1723,inferioritycomplex,anxieties,0.805208571,vindictiveness,0.803330675,segregation,0.796718465
1307,fluff,anxieties,0.8038568,malary,0.773698866,adjustment,0.768215421
926,different,anxieties,0.803440341,censorship,0.779841555,segregation,0.763963207
927,differentperspective,anxieties,0.801249659,censorship,0.784830075,attitudes,0.773727851
496,brokenpromises,anxieties,0.798335313,censorship,0.764932421,vindictiveness,0.748538528
3645,underutilized,anxieties,0.797978056,vindictiveness,0.781792339,limitedassignments,0.779494852
3277,sneak,anxieties,0.796943931,limitedassignments,0.76171572,censorship,0.749560496
443,blurry,anxieties,0.794919867,censorship,0.762575716,vindictiveness,0.753830726
582,challenging,anxieties,0.793931894,attitudes,0.780077538,aggression,0.772729589
3557,tough,anxieties,0.793472563,combatstress,0.790212433,aggression,0.785457851
3593,trauma,anxieties,0.792028813,combatstress,0.772587857,adjustment,0.766448188
970,disorganizedunits,anxieties,0.7864956,censorship,0.758424779,limitedassignments,0.752745761
1045,dust,anxieties,0.784623483,censorship,0.755582061,vindictiveness,0.730871146
1328,foreign,anxieties,0.779769817,attitudes,0.769932445,malary,0.757215446
2972,rediculousprices,anxieties,0.778179624,vindictiveness,0.774599238,enemyvindictiveness,0.754471621
3768,visiondefect,anxieties,0.776534272,censorship,0.766770643,vindictiveness,0.753900175
1234,fatigue,anxieties,0.775426043,combatstress,0.764601479,segregation,0.72878656
3931,worn,anxieties,0.774402533,limitedassignments,0.762665356,adjustment,0.757765002
846,cystproblems,anxieties,0.767039695,censorship,0.724123466,malary,0.701835028
2273,nervous-breakdowns,anxieties,0.762071284,combatstress,0.700855672,enemies,0.688042621
101,ailments,anxieties,0.761273298,veneraldisease,0.743723442,combatstress,0.711934624
928,difficulthandwriting,anxieties,0.761105522,vindictiveness,0.68316451,censorship,0.669383621
1731,injured,anxieties,0.758736934,combatstress,0.722556778,enemies,0.71795305
985,distraction,anxieties,0.757089845,limitedassignments,0.746815301,brief,0.737587927
1538,handicapped,anxieties,0.757028985,limitedassignments,0.745203447,minorities,0.728653658
2166,misspellingsleftin,anxieties,0.756158144,censorship,0.737714789,vindictiveness,0.695487953
2549,overqualified,anxieties,0.755951809,ups,0.745894504,vindictiveness,0.740462112
1200,fakeillnesses,anxieties,0.749770876,enemyvindictiveness,0.726609478,censorship,0.698046064
437,bleakfuture,anxieties,0.746579889,enemies,0.739361855,censorship,0.707358316
2502,open-endedquestions,anxieties,0.745240705,limitedassignments,0.719004614,opinions,0.717365834
997,dodging,anxieties,0.743832713,enemies,0.697627705,attitudes,0.68973767
861,debt,anxieties,0.737224659,segregation,0.690769429,censorship,0.675200079
1336,foreignsoil,anxieties,0.735983935,segregation,0.707489005,censorship,0.685399193
2459,officerproblems,anxieties,0.728488395,combatstress,0.712722534,aggression,0.695396899
3640,undecidedonengland,anxieties,0.725233161,enemyvindictiveness,0.712815598,attitudetowardengland,0.709301073
686,cold,anxieties,0.722674019,censorship,0.698342336,enemies,0.679935861
2543,overcrowding,anxieties,0.700325552,combatstress,0.695873226,aggression,0.69548984
2240,narcissisticofficers,anxieties,0.691433106,enemyvindictiveness,0.660130224,censorship,0.643051351
2318,night,anxieties,0.648259687,segregation,0.622967939,censorship,0.620292605
372,believerinrandomcapitalization,anxieties,0.630304805,vindictiveness,0.597853093,opinions,0.585649112
220,armyfilms,armfilms,1,armyinsurance,0.826865509,armyliving,0.826436871
204,army-bands,armfilms,0.827432067,armyliving,0.823648382,armyinsurance,0.819357634
209,armyband,armfilms,0.822967699,armyinsurance,0.816634186,armyliving,0.815053102
147,americanarmy,armfilms,0.738288614,armyinsurance,0.73129313,armytalks,0.726646962
3928,worldwar2soldier,armfilms,0.680428359,armyliving,0.639219305,armyinsurance,0.612850139
223,armyinsurance,armyinsurance,1,armfilms,0.826865509,armyliving,0.793085236
219,armyfields,armyinsurance,0.837668342,armyliving,0.836822498,infantry,0.827933526
234,armymedical,armyinsurance,0.811359091,armfilms,0.767222771,armyliving,0.755081482
232,armymed,armyinsurance,0.800787912,armyliving,0.790256343,armfilms,0.782090394
235,armymedicine,armyinsurance,0.781114964,armfilms,0.73021417,medicaldispensaries,0.710849288
2120,militarydiscount,armyinsurance,0.76263012,militarypolice,0.747856436,armytalks,0.744545652
154,americanlegion,armyinsurance,0.746691446,infantry,0.73436083,armfilms,0.706602318
87,afterthearmy,armyinsurance,0.745871754,conscription,0.733645647,armyliving,0.72780623
210,armybuses,armyinsurance,0.742708979,armfilms,0.719569174,armyliving,0.719466153
207,armyaircorps,armyinsurance,0.742499182,armfilms,0.731966539,armytalks,0.720723893
208,armyairforce,armyinsurance,0.729481383,armytalks,0.72676688,armfilms,0.71426943
1748,insurance,armyinsurance,0.726728889,prophylaxis,0.701269937,conversion,0.697057788
233,armymedic,armyinsurance,0.702828725,armyliving,0.679941564,armfilms,0.669954217
263,armyvsnavy,armyinsurance,0.697783633,lengthofwar,0.666502974,overseascombat,0.653215825
510,buffalosoldiers,armyinsurance,0.494672295,armfilms,0.490651025,armyliving,0.482185867
230,armyliving,armyliving,1,armfilms,0.826436871,armytalks,0.805018291
228,armylives,armyliving,0.951041027,armfilms,0.8262282,armyinsurance,0.815661249
225,armylife,armyliving,0.935384857,armfilms,0.846914189,armyinsurance,0.830187615
203,army_life,armyliving,0.935384857,armfilms,0.846914189,armyinsurance,0.830187615
227,armylifestyle,armyliving,0.927425833,armyinsurance,0.847524225,armytalks,0.842354949
267,armywork,armyliving,0.896280891,armytalks,0.864467792,armfilms,0.842034386
247,armyposting,armyliving,0.895513487,armfilms,0.862380996,armytalks,0.854025033
224,armyjobs,armyliving,0.893841039,armfilms,0.833847589,armytalks,0.822928881
256,armyservice,armyliving,0.885915329,armfilms,0.844423788,armytalks,0.843778965
241,armypay,armyliving,0.884560977,armytalks,0.818839556,armyinsurance,0.805297365
260,armytime,armyliving,0.875063262,armytalks,0.837420334,infantry,0.814004481
211,armycareer,armyliving,0.873889001,armyinsurance,0.833700289,armfilms,0.832437539
246,armypost,armyliving,0.869601113,armyinsurance,0.851957572,armytalks,0.850740706
264,armywage,armyliving,0.868046174,armytalks,0.773601653,conscription,0.770282483
3302,soldierlife,armyliving,0.864646165,infantry,0.759127443,armfilms,0.748353782
3919,workinthearmy,armyliving,0.849405543,armytalks,0.824537369,armfilms,0.80737659
218,armyfamily,armyliving,0.846048027,armyinsurance,0.771629197,armytalks,0.768439174
217,armyexperience,armyliving,0.844634946,infantry,0.80224047,armytalks,0.771848762
238,armyofficer,armyliving,0.843282461,armytalks,0.826443375,armfilms,0.793727108
253,armyreserve,armyliving,0.82999412,armyinsurance,0.811687429,armytalks,0.801597298
229,armylivesmatter,armyliving,0.82197248,armyinsurance,0.739947016,armfilms,0.724610863
237,armymoney,armyliving,0.807105216,armyinsurance,0.746793735,armfilms,0.732286258
1455,goarmy,armyliving,0.794326156,infantry,0.78242042,combat,0.77673026
254,armyretirement,armyliving,0.78799279,armyinsurance,0.761797101,armytalks,0.736915488
3383,stayinarmy,armyliving,0.785067184,armytalks,0.742744678,barracks,0.697103793
222,armyfood,armyliving,0.756196787,food,0.748865111,armytalks,0.699579371
206,army4life,armyliving,0.755261875,armfilms,0.691155563,infantry,0.6847715
266,armywives,armyliving,0.751231433,armytalks,0.706684262,armyinsurance,0.703556065
265,armywife,armyliving,0.750574892,armyinsurance,0.7132989,armytalks,0.6996449
240,armyofoccupation,armyliving,0.748479475,conscription,0.743245797,armytalks,0.742919184
242,armypilot,armyliving,0.732004281,armfilms,0.714381597,armyinsurance,0.698807956
249,armyprivate,armyliving,0.726011422,veterans,0.690862714,armfilms,0.65478794
3381,stayarmy,armyliving,0.719021141,barracks,0.659358341,armytalks,0.643014925
2609,peacetimearmy,armyliving,0.692137464,armytalks,0.657475386,armyinsurance,0.641134261
3903,womensarmycorps,armyliving,0.672810257,armytalks,0.65825392,armfilms,0.657757883
2488,onceasoldieralwaysasoldier,armyliving,0.6151888,veterans,0.590620538,enlisted,0.552026289
213,armydecisions,armyscorecardplan,0.894345551,armytalks,0.87953575,armyinsurance,0.812753878
244,armypolicies,armyscorecardplan,0.883158664,armytalks,0.866494357,armyinsurance,0.848031461
255,armyrules,armyscorecardplan,0.87856075,armytalks,0.8734278,armyinsurance,0.847928501
252,armyregulations,armyscorecardplan,0.87523699,armyinsurance,0.869975664,armytalks,0.853013772
258,armysurveys,armyscorecardplan,0.872332873,armytalks,0.871792447,armyinsurance,0.837366177
231,armymanagement,armyscorecardplan,0.868006298,armytalks,0.867755806,armyinsurance,0.822838333
1680,improvingthearmy,armyscorecardplan,0.630156601,confidenceintroops,0.606927697,infantry,0.577398701
212,armycommission,armytalks,0.889749119,armyinsurance,0.864531889,armfilms,0.856503782
216,armyexchange,armytalks,0.888536634,armyinsurance,0.860358382,armyscorecardplan,0.826743949
251,armyprocedure,armytalks,0.869515262,armyscorecardplan,0.833789745,armyliving,0.830445567
239,armyofficers,armytalks,0.86213602,armyliving,0.835029088,infantry,0.803538178
3518,thearmy,armytalks,0.859722713,infantry,0.848630671,armyliving,0.848150358
245,armypolitics,armytalks,0.841361226,armyscorecardplan,0.791646082,armyinsurance,0.736194396
261,armytraining,armytalks,0.838626048,armyliving,0.834284583,armyscorecardplan,0.80222606
1787,issuewitharmy,armytalks,0.83689306,armyinsurance,0.793043639,armyscorecardplan,0.776191872
1786,issuesinthearmy,armytalks,0.82571552,armyscorecardplan,0.785573859,armyliving,0.769511433
3306,soldieropinion,armytalks,0.815518729,armyliving,0.753159034,infantry,0.743450983
3297,soldierattitudes,armytalks,0.815088049,infantry,0.794526719,armyliving,0.769300719
215,armydiscipline,armytalks,0.804810027,armyliving,0.798133143,infantry,0.797246652
3723,usarmy,armytalks,0.798740501,armfilms,0.787384142,armyinsurance,0.779072097
2870,questionariesforsoldiers,armytalks,0.791343567,armyscorecardplan,0.765202459,armyliving,0.694209259
3315,soldiertreatment,armytalks,0.776626492,armyliving,0.757577207,soldierdeposits,0.745618059
250,armyproblems,armytalks,0.738502233,combatstress,0.737003784,armyliving,0.716566488
